record_id,record_source,seed_source_file,source_dataset,source_row_type,source_section,source_direction,source_status,source_notes,source_keywords,source_link,import_batch,first_seen_date,last_seen_date,canonical_id,year,is_seed_record,arxiv_id,title,authors,submitted,updated,abs_url,pdf_url,comment,journal_ref,accepted,venue,venue_type,publication_source,publication_evidence,publication_confidence,code_url,abstract,primary_section,primary_category,paper_role,relevance_score,summary,representation_forms,content_types,lifecycle_stages,safety_properties,keyword_tags,threat_tags,defense_tags,future_tags
2510.00615,github_awesome_repo+arxiv_api,,github_awesome_repo,awesome-readme,Awesome-Memory-for-Agents > Paper List > Application > Long-horizon Agentic Task,tsinghuac3i-awesome-memory-for-agents,imported_from_github_awesome,repo_url=https://github.com/TsinghuaC3I/Awesome-Memory-for-Agents || readme_path=README.md || readme_commit=333b59b56cbf99663ad85a6fba6fd691286d7b24 || readme_commit_date=2026-03-26T13:33:27Z || raw_line=| 2025-10 | ACON: Optimizing Context Compression for Long-horizon LLM Agents | [![Paper](https://img.shields.io/badge/paper-A42C25?style=for-the-badge&logo=arxiv&logoColor=white)](https://arxiv.org/abs/2510.00615) |,Awesome-Memory-for-Agents > Paper List > Application > Long-horizon Agentic Task,https://github.com/TsinghuaC3I/Awesome-Memory-for-Agents,awesome-import-2026-03-30,2026-03-30,2026-04-03,2510.00615,2025,False,2510.00615,ACON: Optimizing Context Compression for Long-horizon LLM Agents,"Kang, Minki, Chen, Wei-Ning, Han, Dongge, Inan, Huseyin A., Wutschitz, Lukas, Chen, Yanzhi, Sim, Robert, Rajmohan, Saravan",2025-10-01,2025-10-01,https://arxiv.org/abs/2510.00615,https://arxiv.org/pdf/2510.00615,,,False,,unknown,none,,0.0,https://github.com/microsoft/acon,"Large language models (LLMs) are increasingly deployed as agents in dynamic, real-world environments, where success requires both reasoning and effective tool use. A central challenge for agentic tasks is the growing context length, as agents must accumulate long histories of actions and observations. This expansion raises costs and reduces efficiency in long-horizon tasks, yet prior work on context compression has mostly focused on single-step tasks or narrow applications. We introduce Agent Context Optimization (ACON), a unified framework that optimally compresses both environment observations and interaction histories into concise yet informative condensations. ACON leverages compression guideline optimization in natural language space: given paired trajectories where full context succeeds but compressed context fails, capable LLMs analyze the causes of failure, and the compression guideline is updated accordingly. Furthermore, we propose distilling the optimized LLM compressor into smaller models to reduce the overhead of the additional module. Experiments on AppWorld, OfficeBench, and Multi-objective QA show that ACON reduces memory usage by 26-54% (peak tokens) while largely preserving task performance, preserves over 95% of accuracy when distilled into smaller compressors, and enhances smaller LMs as long-horizon agents with up to 46% performance improvement. Our code is available at https://github.com/microsoft/acon.",Evaluation and Benchmarks,Long-Term Memory Evaluation,Benchmark,0.55,"Large language models (LLMs) are increasingly deployed as agents in dynamic, real-world environments, where success requires both reasoning and effective tool use. A central challenge for agentic tasks is the growing context length, as agents must accumulate long histories of actions and observations. This expansion raises costs and reduces efficiency in lon",Contextual Memory | External Retrieved Memory | Interaction-Derived Memory,Reasoning,Update | Act,,agent | memory | rag | tool-use | long-horizon,memory injection | memory poisoning,,
2510.00444,github_awesome_repo+arxiv_api,,github_awesome_repo,awesome-readme,Awesome-Memory-for-Agents > Paper List > Application > Learning from Experience,tsinghuac3i-awesome-memory-for-agents,imported_from_github_awesome,repo_url=https://github.com/TsinghuaC3I/Awesome-Memory-for-Agents || readme_path=README.md || readme_commit=333b59b56cbf99663ad85a6fba6fd691286d7b24 || readme_commit_date=2026-03-26T13:33:27Z || raw_line=| 2025-10 | TokMem: Tokenized Procedural Memory for Large Language Models | [![Paper](https://img.shields.io/badge/paper-A42C25?style=for-the-badge&logo=arxiv&logoColor=white)](https://arxiv.org/abs/2510.00444) |,Awesome-Memory-for-Agents > Paper List > Application > Learning from Experience,https://github.com/TsinghuaC3I/Awesome-Memory-for-Agents,awesome-import-2026-03-30,2026-03-30,2026-04-03,2510.00444,2025,False,2510.00444,TokMem: One-Token Procedural Memory for Large Language Models,"Wu, Zijun, Hao, Yongchang, Mou, Lili",2025-10-01,2025-10-01,https://arxiv.org/abs/2510.00444,https://arxiv.org/pdf/2510.00444,,,False,,unknown,none,,0.0,https://img.shields.io/badge/paper-A42C25?style=for-the-badge&logo=arxiv&logoColor=white,"Large language models are typically controlled via prompts, which must be repeatedly re-processed for every new query and are difficult to reuse modularly. We introduce TokMem, a procedural memory framework that compiles each reusable task procedure into a single trainable memory token. Each token serves as both a procedure index and a generation control signal that steers generation, enabling targeted behaviors with constant-size overhead. TokMem keeps the backbone LLM frozen and stores procedural knowledge entirely in these dedicated units, so new procedures can be added continually without interfering with existing ones. We evaluate TokMem on two settings: atomic recall over 1,000 Super-Natural Instructions tasks and compositional recall on multi-step function-calling. Our results show that TokMem consistently outperforms retrieval-augmented prompting while avoiding repeated context overhead. Moreover, it matches or exceeds parameter-efficient fine-tuning with substantially fewer trainable parameters.",Evaluation and Benchmarks,Long-Term Memory Evaluation,Benchmark,0.55,"Large language models are typically controlled via prompts, which must be repeatedly re-processed for every new query and are difficult to reuse modularly. We introduce TokMem, a procedural memory framework that compiles each reusable task procedure into a single trainable memory token. Each token serves as both a procedure index and a generation control sig",Parametric Memory | Contextual Memory | External Retrieved Memory,Declarative | Procedural,Store | Retrieve,,memory | retrieval | procedural-memory,memory injection | memory poisoning,,
2510.02375,github_awesome_repo+arxiv_api,,github_awesome_repo,awesome-readme,Awesome-AI-Memory > 📚 Paper List,iaar-shanghai-awesome-ai-memory,imported_from_github_awesome,"repo_url=https://github.com/IAAR-Shanghai/Awesome-AI-Memory || readme_path=README.md || readme_commit=4f8be5cb08d9d251a926adc19aaf55b6f27c92ce || readme_commit_date=2026-03-23T06:40:20Z || raw_line=<a href=""https://arxiv.org/pdf/2510.02375"">",Awesome-AI-Memory > 📚 Paper List,https://github.com/IAAR-Shanghai/Awesome-AI-Memory,awesome-import-2026-03-30,2026-03-30,2026-04-03,2510.02375,2025,False,2510.02375,Pretraining with hierarchical memories: separating long-tail and common knowledge,"Pouransari, Hadi, Grangier, David, Thomas, C, Kirchhof, Michael, Tuzel, Oncel",2025-09-29,2025-09-29,https://arxiv.org/abs/2510.02375,https://arxiv.org/pdf/2510.02375,,,False,,unknown,none,,0.0,https://img.shields.io/badge/internal-f97316?style=flat,"The impressive performance gains of modern language models currently rely on scaling parameters: larger models store more world knowledge and reason better. Yet compressing all world knowledge into parameters is unnecessary, as only a fraction is used per prompt, and impractical for edge devices with limited inference-time memory and compute. We address this shortcoming by a memory-augmented architecture and a pretraining strategy aligned with existing hardware paradigms. We introduce small language models that access large hierarchical parametric memory banks encoding world knowledge. During pretraining and inference, we fetch a small, context-dependent memory block and add it to the model. Our pretraining learns to store long-tail world knowledge in the memory parameters, while the small language model acts as an anchor capturing common knowledge and general reasoning abilities. Through trillion-token-scale experiments, we show significant gains: a 160M-parameters model augmented with an 18M-parameters memory fetched from a 4.6B memory bank obtains comparable performance to a regular model with more than 2x the parameters. Through extensive experiments, we study the optimal type and size of parametric memories in transformers, scaling them to over 21B parameters. We find that our proposed hierarchical feed-forward memories work robustly across transformer architectures, whether added during pretraining or post-hoc.",Memory Forms,External Retrieved Memory,System,0.55,"The impressive performance gains of modern language models currently rely on scaling parameters: larger models store more world knowledge and reason better. Yet compressing all world knowledge into parameters is unnecessary, as only a fraction is used per prompt, and impractical for edge devices with limited inference-time memory and compute. We address this",Parametric Memory | Contextual Memory,Declarative | Strategic | Reasoning,Store | Act,,memory,memory injection | memory poisoning,access control,
2509.24219,github_awesome_repo+arxiv_api,,github_awesome_repo,awesome-readme,🗞️ News > 📑 Paper List,agentmemoryworld-awesome-agent-memory,imported_from_github_awesome,"repo_url=https://github.com/AgentMemoryWorld/Awesome-Agent-Memory || readme_path=README.md || readme_commit=6b1baf555efff0ed1d771dfc6aa3ec20879fb1cc || readme_commit_date=2026-02-11T05:45:59Z || raw_line=- **2025-09-29** [arxiv 2025] [ViReSkill: Vision-Grounded Replanning with Skill Memory for LLM-Based Planning in Lifelong Robot Learning](https://arxiv.org/abs/2509.24219v1) <span style=""vertical-align:middle; display:inline-block; position:relative; top:-1px;""><img alt=""external"" src=""https://img.shields.io/badge/external-3b82f6?style=flat"" height=""18"" style=""vertical-align:middle;""></span> <span style=""vertical-align:middle; display:inline-block; position:relative; top:-1px;""><img alt=""agent"" src=""https://img.shields.io/badge/agent-10b981?style=flat"" height=""18"" style=""vertical-align:middle;""></span> <span style=""vertical-align:middle; display:inline-block; position:relative; top:-1px;""><img alt=""procedural"" src=""https://img.shields.io/badge/procedural-84cc16?style=flat"" height=""18"" style=""vertical-align:middle;""></span>",🗞️ News > 📑 Paper List,https://github.com/AgentMemoryWorld/Awesome-Agent-Memory,awesome-import-2026-03-30,2026-03-30,2026-04-03,2509.24219,2025,False,2509.24219,ViReSkill: Vision-Grounded Replanning with Skill Memory for LLM-Based Planning in Lifelong Robot Learning,"Kagaya, Tomoyuki, Lakshmi, Subramanian, Ye, Anbang, Yuan, Thong Jing, Karlekar, Jayashree, Pranata, Sugiri, Murakami, Natsuki, Kinose, Akira, You, Yang",2025-09-29,2025-09-29,https://arxiv.org/abs/2509.24219,https://arxiv.org/pdf/2509.24219,,,False,,unknown,none,,0.0,https://img.shields.io/badge/external-3b82f6?style=flat,"Robots trained via Reinforcement Learning (RL) or Imitation Learning (IL) often adapt slowly to new tasks, whereas recent Large Language Models (LLMs) and Vision-Language Models (VLMs) promise knowledge-rich planning from minimal data. Deploying LLMs/VLMs for motion planning, however, faces two key obstacles: (i) symbolic plans are rarely grounded in scene geometry and object physics, and (ii) model outputs can vary for identical prompts, undermining execution reliability. We propose ViReSkill, a framework that pairs vision-grounded replanning with a skill memory for accumulation and reuse. When a failure occurs, the replanner generates a new action sequence conditioned on the current scene, tailored to the observed state. On success, the executed plan is stored as a reusable skill and replayed in future encounters without additional calls to LLMs/VLMs. This feedback loop enables autonomous continual learning: each attempt immediately expands the skill set and stabilizes subsequent executions. We evaluate ViReSkill on simulators such as LIBERO and RLBench as well as on a physical robot. Across all settings, it consistently outperforms conventional baselines in task success rate, demonstrating robust sim-to-real generalization.",Evaluation and Benchmarks,Long-Term Memory Evaluation,Benchmark,0.55,"Robots trained via Reinforcement Learning (RL) or Imitation Learning (IL) often adapt slowly to new tasks, whereas recent Large Language Models (LLMs) and Vision-Language Models (VLMs) promise knowledge-rich planning from minimal data. Deploying LLMs/VLMs for motion planning, however, faces two key obstacles: (i) symbolic plans are rarely grounded in scene g",Contextual Memory,Declarative,Store | Act,Availability or Reliability,memory,memory injection | memory poisoning,,
2509.23206,github_awesome_repo+arxiv_api,,github_awesome_repo,awesome-readme,Awesome-Memory-for-Agents > Paper List > Application > Long-horizon Agentic Task,tsinghuac3i-awesome-memory-for-agents,imported_from_github_awesome,repo_url=https://github.com/TsinghuaC3I/Awesome-Memory-for-Agents || readme_path=README.md || readme_commit=333b59b56cbf99663ad85a6fba6fd691286d7b24 || readme_commit_date=2026-03-26T13:33:27Z || raw_line=| 2025-09 | PARL-MT: Learning to Call Functions in Multi-Turn Conversation with Progress Awareness | [![Paper](https://img.shields.io/badge/paper-A42C25?style=for-the-badge&logo=arxiv&logoColor=white)](https://arxiv.org/abs/2509.23206) |,Awesome-Memory-for-Agents > Paper List > Application > Long-horizon Agentic Task,https://github.com/TsinghuaC3I/Awesome-Memory-for-Agents,awesome-import-2026-03-30,2026-03-30,2026-04-03,2509.23206,2025,False,2509.23206,PARL-MT: Learning to Call Functions in Multi-Turn Conversation with Progress Awareness,"Chai, Huacan, Cao, Zijie, Ran, Maolin, Yang, Yingxuan, Lin, Jianghao, Peng, Xin, Wang, Hairui, Ding, Renjie, Wan, Ziyu, Wen, Muning, Liu, Weiwen, Zhang, Weinan, Huang, Fei, Wen, Ying",2025-09-27,2025-09-27,https://arxiv.org/abs/2509.23206,https://arxiv.org/pdf/2509.23206,,,False,,unknown,none,,0.0,https://img.shields.io/badge/paper-A42C25?style=for-the-badge&logo=arxiv&logoColor=white,"Large language models (LLMs) have achieved impressive success in single-turn function calling, yet real-world applications such as travel planning or multi-stage data analysis typically unfold across multi-turn conversations. In these settings, LLMs must not only issue accurate function calls at each step but also maintain progress awareness, the ability to summarize past interactions and plan future actions to ensure coherent, long-horizon task execution. Existing approaches, however, either reduce multi-turn training to isolated single-turn samples, which neglects task-level planning, or employ end-to-end reinforcement learning (RL) that struggles with redundancy and lacks explicit integration of progress awareness. To overcome these limitations, we introduce PARL-MT, a framework that explicitly incorporates progress awareness into LLM training for multi-turn function calling. PARL-MT combines (i) a Progress Awareness Generation (PAG) pipeline, which automatically constructs datasets coupling conversation summaries with future task planning, and (ii) a Progress Awareness-Guided Reinforcement Learning (PAG-RL) algorithm, which integrates progress awareness into RL training to reduce contextual redundancy and improve alignment between local actions and global task completion. Empirical results on two public benchmarks demonstrate that PARL-MT significantly outperforms existing methods, highlighting the effectiveness of progress awareness in enabling robust and efficient multi-turn function calling.",Evaluation and Benchmarks,Long-Term Memory Evaluation,Benchmark,0.55,"Large language models (LLMs) have achieved impressive success in single-turn function calling, yet real-world applications such as travel planning or multi-stage data analysis typically unfold across multi-turn conversations. In these settings, LLMs must not only issue accurate function calls at each step but also maintain progress awareness, the ability to",Contextual Memory | Interaction-Derived Memory,,Act,Alignment Stability,benchmark | long-horizon,alignment drift,,
2509.23040,github_awesome_repo+arxiv_api,,github_awesome_repo,awesome-readme,Awesome-Memory-for-Agents > Paper List > Application > Personalization,tsinghuac3i-awesome-memory-for-agents,imported_from_github_awesome,repo_url=https://github.com/TsinghuaC3I/Awesome-Memory-for-Agents || readme_path=README.md || readme_commit=333b59b56cbf99663ad85a6fba6fd691286d7b24 || readme_commit_date=2026-03-26T13:33:27Z || raw_line=| 2025-09 | Look Back to Reason Forward: Revisitable Memory for Long-Context LLM Agents | [![Paper](https://img.shields.io/badge/paper-A42C25?style=for-the-badge&logo=arxiv&logoColor=white)](https://arxiv.org/abs/2509.23040) |,Awesome-Memory-for-Agents > Paper List > Application > Personalization,https://github.com/TsinghuaC3I/Awesome-Memory-for-Agents,awesome-import-2026-03-30,2026-03-30,2026-04-03,2509.23040,2025,False,2509.23040,Look Back to Reason Forward: Revisitable Memory for Long-Context LLM Agents,"Shi, Yaorui, Chen, Yuxin, Wang, Siyuan, Li, Sihang, Cai, Hengxing, Gu, Qi, Wang, Xiang, Zhang, An",2025-09-27,2025-09-27,https://arxiv.org/abs/2509.23040,https://arxiv.org/pdf/2509.23040,,,False,,unknown,none,,0.0,https://github.com/syr-cn/ReMemR1,"Large language models face challenges in long-context question answering, where key evidence of a query may be dispersed across millions of tokens. Existing works equip large language models with a memory buffer that is dynamically updated via a linear document scan, also known as the ""memorize while reading"" methods. While this approach scales efficiently, it suffers from pruning of latent evidence, information loss through overwriting, and sparse reinforcement learning signals. To tackle these challenges, we present ReMemR1, which integrates the mechanism of memory retrieval into the memory update process, enabling the agent to selectively callback historical memories for non-linear reasoning. To further strengthen training, we propose a multi-level reward design, which combines final-answer rewards with dense, step-level signals that guide effective memory use. Together, these contributions mitigate information degradation, improve supervision, and support complex multi-hop reasoning. Extensive experiments demonstrate that ReMemR1 significantly outperforms state-of-the-art baselines on long-context question answering while incurring negligible computational overhead, validating its ability to trade marginal cost for robust long-context reasoning.",Evaluation and Benchmarks,Long-Term Memory Evaluation,Benchmark,0.55,"Large language models face challenges in long-context question answering, where key evidence of a query may be dispersed across millions of tokens. Existing works equip large language models with a memory buffer that is dynamically updated via a linear document scan, also known as the ""memorize while reading"" methods. While this approach scales efficiently,",Contextual Memory | External Retrieved Memory,Reasoning,Retrieve | Update,,agent | memory | retrieval,memory injection | memory poisoning,,
2509.22315,github_awesome_repo+arxiv_api,,github_awesome_repo,awesome-readme,Awesome-AI-Memory > 📚 Paper List,iaar-shanghai-awesome-ai-memory,imported_from_github_awesome,"repo_url=https://github.com/IAAR-Shanghai/Awesome-AI-Memory || readme_path=README.md || readme_commit=4f8be5cb08d9d251a926adc19aaf55b6f27c92ce || readme_commit_date=2026-03-23T06:40:20Z || raw_line=<td style=""width: 15%;""><a href=""https://arxiv.org/abs/2509.22315"">",Awesome-AI-Memory > 📚 Paper List,https://github.com/IAAR-Shanghai/Awesome-AI-Memory,awesome-import-2026-03-30,2026-03-30,2026-04-03,2509.22315,2025,False,2509.22315,PRIME: Planning and Retrieval-Integrated Memory for Enhanced Reasoning,"Tran, Hieu, Yao, Zonghai, Tran, Nguyen Luong, Yang, Zhichao, Ouyang, Feiyun, Han, Shuo, Rahimi, Razieh, Yu, Hong",2025-09-26,2025-09-26,https://arxiv.org/abs/2509.22315,https://arxiv.org/pdf/2509.22315,,,False,,unknown,none,,0.0,,"Inspired by the dual-process theory of human cognition from \textit{Thinking, Fast and Slow}, we introduce \textbf{PRIME} (Planning and Retrieval-Integrated Memory for Enhanced Reasoning), a multi-agent reasoning framework that dynamically integrates \textbf{System 1} (fast, intuitive thinking) and \textbf{System 2} (slow, deliberate thinking). PRIME first employs a Quick Thinking Agent (System 1) to generate a rapid answer; if uncertainty is detected, it then triggers a structured System 2 reasoning pipeline composed of specialized agents for \textit{planning}, \textit{hypothesis generation}, \textit{retrieval}, \textit{information integration}, and \textit{decision-making}. This multi-agent design faithfully mimics human cognitive processes and enhances both efficiency and accuracy. Experimental results with LLaMA 3 models demonstrate that PRIME enables open-source LLMs to perform competitively with state-of-the-art closed-source models like GPT-4 and GPT-4o on benchmarks requiring multi-hop and knowledge-grounded reasoning. This research establishes PRIME as a scalable solution for improving LLMs in domains requiring complex, knowledge-intensive reasoning.",Evaluation and Benchmarks,Long-Term Memory Evaluation,Benchmark,0.55,"Inspired by the dual-process theory of human cognition from \textit{Thinking, Fast and Slow}, we introduce \textbf{PRIME} (Planning and Retrieval-Integrated Memory for Enhanced Reasoning), a multi-agent reasoning framework that dynamically integrates \textbf{System 1} (fast, intuitive thinking) and \textbf{System 2} (slow, deliberate thinking). PRIME first e",External Retrieved Memory | Shared or Distributed Memory,Declarative | Reasoning,Retrieve | Act,,agent | memory | retrieval | benchmark,memory injection | memory poisoning,,
2509.21212,github_awesome_repo+arxiv_api,,github_awesome_repo,awesome-readme,Awesome-AI-Memory > 📚 Paper List,iaar-shanghai-awesome-ai-memory,imported_from_github_awesome,"repo_url=https://github.com/IAAR-Shanghai/Awesome-AI-Memory || readme_path=README.md || readme_commit=4f8be5cb08d9d251a926adc19aaf55b6f27c92ce || readme_commit_date=2026-03-23T06:40:20Z || raw_line=<a href=""https://arxiv.org/abs/2509.21212"">",Awesome-AI-Memory > 📚 Paper List,https://github.com/IAAR-Shanghai/Awesome-AI-Memory,awesome-import-2026-03-30,2026-03-30,2026-04-03,2509.21212,2025,False,2509.21212,SGMem: Sentence Graph Memory for Long-Term Conversational Agents,"Wu, Yaxiong, Zhang, Yongyue, Liang, Sheng, Liu, Yong",2025-09-25,2025-09-25,https://arxiv.org/abs/2509.21212,https://arxiv.org/pdf/2509.21212,,,False,,unknown,none,,0.0,,"Long-term conversational agents require effective memory management to handle dialogue histories that exceed the context window of large language models (LLMs). Existing methods based on fact extraction or summarization reduce redundancy but struggle to organize and retrieve relevant information across different granularities of dialogue and generated memory. We introduce SGMem (Sentence Graph Memory), which represents dialogue as sentence-level graphs within chunked units, capturing associations across turn-, round-, and session-level contexts. By combining retrieved raw dialogue with generated memory such as summaries, facts and insights, SGMem supplies LLMs with coherent and relevant context for response generation. Experiments on LongMemEval and LoCoMo show that SGMem consistently improves accuracy and outperforms strong baselines in long-term conversational question answering.",Threat Landscape,Privacy and Confidentiality,Benchmark,0.55,Long-term conversational agents require effective memory management to handle dialogue histories that exceed the context window of large language models (LLMs). Existing methods based on fact extraction or summarization reduce redundancy but struggle to organize and retrieve relevant information across different granularities of dialogue and generated memory,Contextual Memory | Interaction-Derived Memory | Structured or Graph Memory,Declarative,Retrieve | Act,,agent | memory | retrieval | graph-memory | dialogue,memory injection | memory poisoning,,
2511.03728,github_awesome_repo+arxiv_api,,github_awesome_repo,awesome-readme,Awesome-Memory-for-Agents > Paper List > Application > Long-horizon Agentic Task,tsinghuac3i-awesome-memory-for-agents,imported_from_github_awesome,repo_url=https://github.com/TsinghuaC3I/Awesome-Memory-for-Agents || readme_path=README.md || readme_commit=333b59b56cbf99663ad85a6fba6fd691286d7b24 || readme_commit_date=2026-03-26T13:33:27Z || raw_line=| 2025-11 | Efficient On-Device Agents via Adaptive Context Management | [![Paper](https://img.shields.io/badge/paper-A42C25?style=for-the-badge&logo=arxiv&logoColor=white)](https://arxiv.org/abs/2511.03728) |,Awesome-Memory-for-Agents > Paper List > Application > Long-horizon Agentic Task,https://github.com/TsinghuaC3I/Awesome-Memory-for-Agents,awesome-import-2026-03-30,2026-03-30,2026-04-03,2511.03728,2025,False,2511.03728,Efficient On-Device Agents via Adaptive Context Management,"Vijayvargiya, Sanidhya, Lokesh, Rahul",2025-09-24,2025-09-24,https://arxiv.org/abs/2511.03728,https://arxiv.org/pdf/2511.03728,,,False,,unknown,none,,0.0,https://img.shields.io/badge/paper-A42C25?style=for-the-badge&logo=arxiv&logoColor=white,"On-device AI agents offer the potential for personalized, low-latency assistance, but their deployment is fundamentally constrained by limited memory capacity, which restricts usable context. This reduced practical context window creates a trade-off between supporting rich, stateful interactions with complex tool capabilities and maintaining on-device feasibility. We break this trade-off with a framework for context-efficient on-device agents, driven by three synergistic optimizations (1) a dynamic memory system using specialized LoRA adapters to distill conversational history into a compressed, and structured Context State Object; (2) a minimalist serialization format for tool schemas to minimize token overhead per tool; and (3) a just-in-time schema-passing mechanism that loads full tool definitions only upon tool selection. We instantiate this framework by adapting a 3B parameter SLM to context-efficient trajectories and rigorously evaluate it against a conventional baseline on complex user tasks. Our agent matches, or exceeds, the performance of a conventional baseline while dramatically compressing context, achieving more than a 6-fold reduction in initial system prompt context and a 10- to 25-fold reduction in context growth rate based on the interaction verbosity, demonstrating that strategic context management is key to unlocking capable and persistent on-device AI.",Evaluation and Benchmarks,Long-Term Memory Evaluation,Benchmark,0.55,"On-device AI agents offer the potential for personalized, low-latency assistance, but their deployment is fundamentally constrained by limited memory capacity, which restricts usable context. This reduced practical context window creates a trade-off between supporting rich, stateful interactions with complex tool capabilities and maintaining on-device feasib",Parametric Memory | Contextual Memory | Interaction-Derived Memory,Strategic | Profile or Persona,Act,,agent | memory | personalization | tool-use,memory injection | memory poisoning,,
2509.17396,github_awesome_repo+arxiv_api,,github_awesome_repo,awesome-readme,🗞️ News > 📑 Paper List,agentmemoryworld-awesome-agent-memory,imported_from_github_awesome,"repo_url=https://github.com/AgentMemoryWorld/Awesome-Agent-Memory || readme_path=README.md || readme_commit=6b1baf555efff0ed1d771dfc6aa3ec20879fb1cc || readme_commit_date=2026-02-11T05:45:59Z || raw_line=- **2025-10-11** [arxiv 2025] [EpiCache: Episodic KV Cache Management for Long Conversational Question Answering](https://arxiv.org/abs/2509.17396?) <a href=""https://github.com/apple/ml-epicache""><span style=""vertical-align:middle; display:inline-block; position:relative; top:-1px;""><img alt=""GitHub stars"" src=""https://img.shields.io/github/stars/apple/ml-epicache?style=social"" height=""18"" style=""vertical-align:middle;""></span></a> <span style=""vertical-align:middle; display:inline-block; position:relative; top:-1px;""><img alt=""external"" src=""https://img.shields.io/badge/external-3b82f6?style=flat"" height=""18"" style=""vertical-align:middle;""></span> <span style=""vertical-align:middle; display:inline-block; position:relative; top:-1px;""><img alt=""user"" src=""https://img.shields.io/badge/user-a855f7?style=flat"" height=""18"" style=""vertical-align:middle;""></span> <span style=""vertical-align:middle; display:inline-block; position:relative; top:-1px;""><img alt=""working"" src=""https://img.shields.io/badge/working-6366f1?style=flat"" height=""18"" style=""vertical-align:middle;""></span>",🗞️ News > 📑 Paper List,https://github.com/AgentMemoryWorld/Awesome-Agent-Memory,awesome-import-2026-03-30,2026-03-30,2026-04-03,2509.17396,2025,False,2509.17396,EpiCache: Episodic KV Cache Management for Long Conversational Question Answering,"Kim, Minsoo, Kundu, Arnav, Kim, Han-Byul, Dixit, Richa, Cho, Minsik",2025-09-22,2025-09-22,https://arxiv.org/abs/2509.17396,https://arxiv.org/pdf/2509.17396,,,False,,unknown,none,,0.0,https://github.com/apple/ml-epicache,"Modern large language models (LLMs) extend context lengths to millions of tokens, enabling coherent, personalized responses grounded in long conversational histories. This ability, however, hinges on Key-Value (KV) caching, whose memory grows linearly with dialogue length and quickly becomes the bottleneck in resource-constrained environments. An active line of research for reducing memory bottleneck is KV cache compression, which seeks to limit cache size while preserving accuracy. Yet existing methods face two major limitations: (i) evicting the KV cache after full-context prefill causes unbounded peak memory, and (ii) query-dependent eviction narrows the cache to a single query, leading to failure cases in multi-turn conversations. We introduce EpiCache, a training-free KV cache management framework for long conversational question answering (LongConvQA) under fixed memory budgets. EpiCache bounds cache growth through block-wise prefill and preserves topic-relevant context via episodic KV compression, which clusters conversation history into coherent episodes and applies episode-specific KV cache eviction. We further design an adaptive layer-wise budget allocation strategy that measures each layer's sensitivity to eviction and distributes the memory budget across layers accordingly. Across three LongConvQA benchmarks, EpiCache improves accuracy by up to 40%, maintains near-full KV accuracy under 4-6x compression, and reduces latency/memory by up to 2.4x/3.5x, enabling efficient multi-turn interaction under strict resource limits. Our code is available at https://github.com/apple/ml-epicache.",Evaluation and Benchmarks,Long-Term Memory Evaluation,Benchmark,0.55,"Modern large language models (LLMs) extend context lengths to millions of tokens, enabling coherent, personalized responses grounded in long conversational histories. This ability, however, hinges on Key-Value (KV) caching, whose memory grows linearly with dialogue length and quickly becomes the bottleneck in resource-constrained environments. An active line",Contextual Memory | Interaction-Derived Memory,Episodic | Strategic | Profile or Persona,Act,,memory | episodic-memory | personalization | dialogue | benchmark,memory injection | memory poisoning,,
